,base,clouds.all,cod,coord.lat,coord.lon,dt,id,main.grnd_level,main.humidity,main.pressure,main.sea_level,main.temp,main.temp_max,main.temp_min,name,rain.1h,rain.3h,sys.country,sys.id,sys.message,sys.sunrise,sys.sunset,sys.type,visibility,weather,wind.deg,wind.gust,wind.speed
124,stations,68,200,66.77,123.37,1537731592,2012530,1020.35,100,1020.35,1028.71,34.64,34.64,34.64,Zhigansk,,,RU,,0.0033,1537651963,1537695777,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",162.004,,7.07
125,stations,76,200,12.24,109.19,1537731592,1572151,1005.6,100,1005.6,1023.97,78.56,78.56,78.56,Nha Trang,,,VN,,0.0029,1537655542,1537699103,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",289.004,,2.71
126,stations,92,200,4.14,96.13,1537731592,1214488,1021.57,100,1021.57,1023.77,77.66,77.66,77.66,Meulaboh,,,ID,,0.0031,1537658671,1537702248,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",140.504,,4.94
127,stations,8,200,22.57,59.53,1537731362,286245,990.77,87,990.77,1021.21,84.32,84.32,84.32,Sur,,,OM,,0.0037,1537667464,1537711003,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",218.004,,6.4
128,stations,92,200,62.53,155.8,1537731593,2122493,932.97,85,932.97,1024.98,30.77,30.77,30.77,Omsukchan,,,RU,,0.0056,1537644215,1537687982,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",323.004,,3.27
129,stations,48,200,55.46,29.99,1537731593,628155,1002.68,89,1002.68,1022.02,47.42,47.42,47.42,Haradok,,,BY,,0.0037,1537674506,1537718087,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",211.004,,8.08
130,stations,40,200,18.22,-63.06,1537729200,3573374,,62,1013.0,,86.94,87.8,86.0,The Valley,,,AI,4140.0,0.0037,1537696888,1537740411,1.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",110.0,,12.75
131,stations,75,200,45.63,-73.98,1537729200,6138501,,62,1024.0,,60.84,62.6,59.0,Saint-Augustin,,,CA,3831.0,0.005,1537699511,1537742996,1.0,72419.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",230.0,,3.36
132,stations,88,200,31.78,131.06,1537731594,1856775,996.36,91,996.36,1028.39,65.87,65.87,65.87,Miyakonojo,,,JP,,0.0033,1537650286,1537693845,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",340.004,,2.15
133,stations,75,200,66.15,-65.72,1537729200,6096551,,74,998.0,,37.4,37.4,37.4,Pangnirtung,,,CA,3605.0,0.0049,1537697453,1537741032,1.0,24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",250.0,,10.29
134,stations,75,200,-4.62,55.45,1537729200,241131,,100,1014.0,,73.4,73.4,73.4,Victoria,,,SC,6865.0,0.0035,1537668420,1537712027,1.0,7000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",140.0,,14.99
135,stations,40,200,48.54,-2.78,1537729200,2986795,,81,1029.0,,53.76,55.4,50.0,Plerin,,,FR,5642.0,0.0031,1537682402,1537725932,1.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",340.0,,5.82
136,stations,12,200,4.58,13.68,1537731595,2234359,943.92,95,943.92,1025.39,68.03,68.03,68.03,Bertoua,,,CM,,0.0033,1537678456,1537722029,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",289.504,,6.73
137,stations,40,200,-33.92,25.57,1537729200,964420,,87,1022.0,,53.6,53.6,53.6,Port Elizabeth,,,ZA,6596.0,0.0033,1537675498,1537719316,1.0,7000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",260.0,,6.93
138,stations,0,200,48.03,40.04,1537731596,582447,1009.74,82,1009.74,1030.17,53.0,53.0,53.0,Almaznyy,,,RU,,0.003,1537672116,1537715670,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",326.004,,11.88
139,stations,88,200,-6.22,155.63,1537731596,2094027,1000.98,100,1000.98,1020.85,76.76,76.76,76.76,Kieta,,2.0775,PG,,0.0035,1537644383,1537687991,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",319.004,,12.66
140,stations,1,200,25.67,-97.82,1537728780,3514868,,63,1014.0,,85.08,87.08,84.2,Valle Hermoso,,,MX,2570.0,0.0074,1537705238,1537748735,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,4.7
141,stations,0,200,-9.65,120.26,1537731597,1622318,990.28,92,990.28,1025.83,68.3,68.3,68.3,Waingapu,,,ID,,0.0039,1537652863,1537696487,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",115.504,,5.5
142,stations,40,200,36.62,-121.92,1537728900,5380437,,80,1015.0,,66.69,75.2,57.92,Pacific Grove,,,US,431.0,0.0042,1537711028,1537754497,1.0,12874.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",280.0,,6.93
143,stations,75,200,35.03,136.69,1537729200,1848373,,88,1014.0,,71.6,71.6,71.6,Fukue,,,JP,7559.0,0.0064,1537648930,1537692495,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",360.0,,9.17
144,stations,8,200,-20.56,164.28,1537731598,2140558,1014.68,80,1014.68,1030.62,69.38,69.38,69.38,Koumac,,,NC,,0.0033,1537642282,1537685953,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",123.504,,6.62
145,stations,0,200,15.44,119.9,1537731599,1696188,992.31,100,992.31,1021.74,73.34,73.34,73.34,Palauig,,,PH,,0.0035,1537652972,1537696530,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",98.5035,,1.92
146,stations,92,200,28.37,129.48,1537731599,1855540,1022.14,100,1022.14,1025.43,76.31,76.31,76.31,Naze,,2.765,JP,,0.0033,1537650669,1537694224,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",60.5035,,12.44
147,stations,8,200,-7.94,110.25,1537731599,1626493,995.15,98,995.15,1025.83,64.16,64.16,64.16,Srandakan,,,ID,,0.003,1537655268,1537698885,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",117.504,,2.37
148,stations,0,200,40.71,112.04,1537729200,2052479,,71,1024.0,,39.2,39.2,39.2,Zhuhai,,,CN,7406.0,0.0032,1537654839,1537698407,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",30.0,,4.47
149,stations,88,200,34.7,138.93,1537731600,1852357,1019.62,100,1019.62,1028.71,73.25,73.25,73.25,Shimoda,,0.1375,JP,,0.0041,1537648392,1537691958,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",21.5035,,10.65
150,stations,24,200,-8.26,-49.26,1537731600,3401845,1001.87,40,1001.87,1020.2,91.16,91.16,91.16,Conceicao do Araguaia,,,BR,,0.0043,1537693534,1537737165,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",338.504,,6.62
151,stations,0,200,44.51,50.26,1537731600,609906,1026.59,100,1026.59,1030.17,60.47,60.47,60.47,Fort-Shevchenko,,,KZ,,0.0036,1537669670,1537713218,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",251.004,,5.5
152,stations,0,200,22.69,58.55,1537731601,287832,947.97,68,947.97,1022.71,66.68,66.68,66.68,Ibra,,,OM,,0.0033,1537667699,1537711238,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",242.004,,2.59
153,stations,8,200,42.84,93.51,1537731601,1529484,943.35,50,943.35,1024.21,51.02,51.02,51.02,Hami,,,CN,,0.0057,1537659285,1537702851,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",105.504,,5.5
154,stations,1,200,42.48,-79.33,1537728960,5115495,,60,1023.0,,63.9,66.02,62.06,Dunkirk,,,US,2096.0,0.0033,1537700799,1537744281,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",360.0,,10.29
155,stations,56,200,-0.92,100.36,1537731602,1633419,1018.33,100,1018.33,1023.61,77.48,77.48,77.48,Padang,,9.645,ID,,0.0042,1537657650,1537701243,,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",348.504,,5.73
156,stations,20,200,35.04,32.42,1537731000,146137,,88,1015.0,,69.8,69.8,69.8,Polis,,,CY,5450.0,0.0246,1537673967,1537717495,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",340.0,,4.7
157,stations,88,200,-0.6,73.08,1537731602,1282256,1024.41,100,1024.41,1024.54,83.42,83.42,83.42,Hithadhoo,,,MV,,0.0347,1537664196,1537707788,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",170.504,,5.61
158,stations,8,200,-1.45,-45.72,1537731603,3403395,1023.84,95,1023.84,1023.81,81.53,81.53,81.53,Candido Mendes,,,BR,,0.0245,1537692699,1537736295,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",67.5035,,15.57
159,stations,68,200,5.56,95.32,1537731603,1215502,997.5,100,997.5,1023.48,72.98,72.98,72.98,Banda Aceh,,,ID,,0.0076,1537658866,1537702440,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",218.004,,2.15
160,stations,20,200,-17.88,36.89,1537729200,1028434,,88,1018.0,,73.4,73.4,73.4,Quelimane,,,MZ,6858.0,0.003,1537672844,1537716522,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",130.0,,4.7
161,stations,92,200,63.93,31.65,1537731603,524100,983.55,83,983.55,1005.57,46.34,46.34,46.34,Muyezerskiy,,0.46,RU,,0.0032,1537674054,1537717714,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",232.504,,7.85
162,stations,40,200,26.19,-98.16,1537730100,4726440,,53,1014.0,,85.62,87.98,84.2,San Juan,,,US,2603.0,0.0044,1537705320,1537748816,1.0,16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",310.0,,6.93
163,stations,90,200,49.06,-122.49,1537731300,7669018,,76,1022.0,,57.9,60.8,57.02,Aldergrove,,,CA,2928.0,0.0262,1537711160,1537754620,1.0,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",265.004,,2.37
164,stations,1,200,39.95,-94.76,1537728780,4407665,,50,1017.0,,77.0,77.0,77.0,Kodiak,,,US,1664.0,0.0136,1537704506,1537747982,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",140.0,8.2,12.75
165,stations,92,200,-9.01,-35.22,1537731605,3395458,1019.14,83,1019.14,1027.74,76.76,76.76,76.76,Maragogi,,,BR,,0.005,1537690164,1537733798,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",123.504,,10.65
166,stations,20,200,-20.22,-70.14,1537729200,3887127,,60,1011.0,,68.0,68.0,68.0,Iquique,,,CL,4644.0,0.0067,1537698508,1537742222,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",210.0,,20.8
167,stations,0,200,14.2,24.66,1537731605,371745,898.52,48,898.52,1023.85,74.06,74.06,74.06,Kutum,,,SD,,0.0043,1537675830,1537719377,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",147.504,,7.4
168,stations,0,200,-33.01,17.94,1537729200,3361934,,82,1017.0,,55.4,55.4,55.4,Saldanha,,,ZA,6575.0,0.0031,1537677332,1537721143,1.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",210.0,,8.05
169,stations,36,200,61.68,96.39,1537731606,1510689,966.21,80,966.21,1027.74,31.49,31.49,31.49,Baykit,,,RU,,0.0085,1537658507,1537702203,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",165.504,,2.59
170,stations,92,200,41.12,80.26,1537731606,1529660,861.56,70,861.56,1023.32,54.62,54.62,54.62,Aksu,,,CN,,0.0041,1537662471,1537706026,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",330.504,,3.71
171,stations,88,200,66.04,60.13,1537731607,1505579,1006.82,90,1006.82,1018.66,60.2,60.2,60.2,Inta,,,RU,,0.0031,1537667184,1537710908,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",207.504,,5.61
172,stations,8,200,53.05,158.65,1537729200,2122104,,100,1016.0,,33.8,33.8,33.8,Petropavlovsk-Kamchatskiy,,,RU,7248.0,0.0038,1537643600,1537687257,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",360.0,,8.95
173,stations,88,200,-42.72,170.96,1537731607,2206894,1005.85,100,1005.85,1017.12,48.77,48.77,48.77,Hokitika,,3.6925,NZ,,0.0032,1537640596,1537684461,,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",4.00354,,6.4
174,stations,75,200,62.45,-114.38,1537729200,6185377,,65,1003.0,,44.6,44.6,44.6,Yellowknife,,,CA,3558.0,0.0037,1537709178,1537752675,1.0,24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",190.0,14.9,21.92
175,stations,76,200,39.73,98.49,1537731608,1280957,787.88,42,787.88,1024.82,40.76,40.76,40.76,Jiuquan,,,CN,,0.0071,1537658095,1537701655,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",298.504,,1.14
176,stations,76,200,-0.61,-47.36,1537731608,3389822,1023.51,94,1023.51,1023.56,81.71,81.71,81.71,Salinopolis,,,BR,,0.0036,1537693095,1537736687,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",65.5035,,15.57
177,stations,92,200,67.55,63.78,1537731609,1486910,998.63,96,998.63,1018.17,55.97,55.97,55.97,Komsomolskiy,,0.1725,RU,,0.0057,1537666287,1537710045,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",217.004,,10.54
178,stations,48,200,-19.55,169.27,1537731609,2136825,1027.73,100,1027.73,1029.81,71.54,71.54,71.54,Isangel,,,VU,,0.0038,1537641088,1537684752,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",124.004,,14.56
179,stations,0,200,-20.73,139.49,1537729200,2065594,,44,1018.0,,57.2,57.2,57.2,Mount Isa,,,AU,8171.0,0.0137,1537648228,1537691905,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",118.004,,8.3
180,stations,90,200,15.86,-97.07,1537728240,3520994,,70,1014.0,,86.0,86.0,86.0,Puerto Escondido,,,MX,4010.0,0.0039,1537705049,1537748574,1.0,14484.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",180.0,,3.36
181,stations,20,200,61.99,-49.67,1537731610,3421193,987.2,87,987.2,989.81,42.38,42.38,42.38,Paamiut,,,GL,,0.0048,1537693621,1537737179,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",117.504,,44.43
182,stations,20,200,47.66,-52.73,1537729200,6167817,,47,1018.0,,59.0,59.0,59.0,Torbay,,,CA,3467.0,0.0037,1537694403,1537737903,1.0,24140.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",230.0,,10.29
183,stations,24,200,31.34,69.45,1537731610,1162105,838.62,93,838.62,1023.44,50.93,50.93,50.93,Zhob,,,PK,,0.0037,1537665079,1537708618,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",106.504,,2.59
184,stations,48,200,-12.35,13.55,1537731611,3347939,956.4,90,956.4,1026.0,63.8,63.8,63.8,Lobito,,,AO,,0.0031,1537678457,1537722105,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",305.504,,1.14
185,stations,75,200,71.0,24.66,1537730400,779622,,93,975.0,,46.4,46.4,46.4,Havoysund,,,NO,5296.0,0.0036,1537675649,1537719433,1.0,10000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",240.0,,9.17
186,stations,68,200,-0.86,131.25,1537731611,1626542,1020.52,100,1020.52,1023.52,80.36,80.36,80.36,Sorong,,,ID,,0.0037,1537650239,1537693831,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",195.004,,13.67
187,stations,0,200,-32.41,-63.24,1537731612,3832694,1001.79,47,1001.79,1020.0,83.78,83.78,83.78,Villa Maria,,,AR,,0.0036,1537696800,1537740631,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",111.004,,11.88
188,stations,75,200,58.81,-122.69,1537729200,5955902,,56,1006.0,,44.6,44.6,44.6,Fort Nelson,,,CA,3278.0,0.0029,1537711189,1537754664,1.0,48279.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",170.0,,4.7
189,stations,75,200,35.73,140.83,1537729200,2112802,,94,1015.0,,68.76,71.6,66.2,Hasaki,,,JP,7505.0,0.0033,1537647935,1537691503,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",20.0,,4.7
190,stations,32,200,-1.68,-50.48,1537731613,3404817,1021.41,84,1021.41,1021.54,82.07,82.07,82.07,Breves,,3.025,BR,,0.0034,1537693841,1537737438,,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",37.0035,,7.4
191,stations,92,200,-7.93,-14.42,1537731613,2411397,1027.57,100,1027.57,1027.66,75.14,75.14,75.14,Georgetown,,,SH,,0.0035,1537685177,1537728803,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",120.504,,16.02
192,stations,12,200,-4.39,-59.59,1537731613,3405051,1012.66,50,1012.66,1018.62,91.79,91.79,91.79,Borba,,,BR,,0.0029,1537696021,1537739632,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",46.5035,,2.26
193,stations,90,200,53.22,-106.39,1537730220,6145951,,80,1019.0,,32.0,32.0,32.0,Shellbrook,,,CA,3926.0,0.0035,1537707285,1537750760,1.0,4828.0,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",110.0,,11.41
194,stations,40,200,40.77,-72.85,1537730400,5126209,,72,1023.0,,65.46,66.02,64.22,Mastic Beach,,,US,2135.0,0.0043,1537699243,1537742729,1.0,16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,4.7
195,stations,12,200,-9.17,-60.63,1537731614,3665202,1004.95,62,1004.95,1018.54,88.01,88.01,88.01,Aripuana,,2.105,BR,,0.0036,1537696260,1537739897,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",72.5035,,1.14
196,stations,56,200,18.62,-100.35,1537731614,3981460,899.17,51,899.17,1019.35,83.96,83.96,83.96,Coahuayana,,0.475,MX,,0.0036,1537705839,1537749355,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",331.004,,2.15
197,stations,32,200,16.28,-0.04,1537731376,2457163,991.98,49,991.98,1023.61,85.49,85.49,85.49,Gao,,,ML,,0.0152,1537681760,1537725299,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",253.504,,2.93
198,stations,24,200,-17.01,48.57,1537731615,1076194,917.65,93,917.65,1033.94,56.69,56.69,56.69,Andilamena,,,MG,,0.0035,1537670045,1537713715,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",112.004,,6.06
199,stations,8,200,62.72,129.66,1537731615,2019488,1012.41,95,1012.41,1028.39,36.44,36.44,36.44,Namtsy,,,RU,,0.0037,1537650498,1537694242,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",286.504,,6.4
200,stations,90,200,69.44,-133.03,1537729200,6170031,,86,1008.0,,28.4,28.4,28.4,Tuktoyaktuk,,,CA,3555.0,0.0031,1537713619,1537757147,1.0,24140.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",60.0,,6.93
201,stations,75,200,18.55,-88.26,1537728000,3531816,,70,1012.0,,87.8,87.8,87.8,Calderitas,,,MX,3970.0,0.0037,1537702937,1537746455,1.0,11265.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",100.0,,8.05
202,stations,88,200,65.61,-37.64,1537728600,3424607,,74,1008.0,,35.6,35.6,35.6,Tasiilaq,,0.4475,GL,4806.0,0.0035,1537690704,1537734308,1.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",60.0,,24.16
203,stations,12,200,13.08,109.3,1537731561,1563281,1009.25,100,1009.25,1024.21,74.42,74.42,74.42,Tuy Hoa,,,VN,,0.0032,1537655516,1537699075,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",271.004,,4.72
204,stations,8,200,-42.52,172.83,1537731617,2190299,936.7,80,936.7,1017.97,42.74,42.74,42.74,Hanmer Springs,,,NZ,,0.0036,1537640149,1537684010,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",45.0035,,2.26
205,stations,56,200,-35.1,173.78,1537731617,2189343,1011.52,81,1011.52,1026.56,55.61,55.61,55.61,Kaeo,,,NZ,,0.0037,1537639958,1537683735,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",270.504,,9.08
206,stations,92,200,58.65,30.3,1537731618,578732,1008.85,94,1008.85,1015.13,49.67,49.67,49.67,Batetskiy,,1.31,RU,,0.0036,1537674415,1537718020,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",230.004,,7.96
207,stations,12,200,54.33,110.32,1537731618,2021188,888.15,66,888.15,1036.13,19.61,19.61,19.61,Kurumkan,,,RU,,0.0035,1537655207,1537698840,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",42.0035,,2.04
208,stations,8,200,-22.95,14.51,1537729200,3359638,,81,1014.0,,53.6,53.6,53.6,Walvis Bay,,,NA,6925.0,0.0042,1537678196,1537721914,1.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",120.0,,1.12
209,stations,90,200,51.52,5.07,1537730700,2755464,,93,1021.0,,50.0,50.0,50.0,Goirle,,,NL,5208.0,0.0054,1537680508,1537724053,1.0,10000.0,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",300.0,,6.93
210,stations,8,200,27.97,-114.04,1537731619,4021858,1011.93,62,1011.93,1022.96,81.62,81.62,81.62,Guerrero Negro,,,MX,,0.0048,1537709133,1537752621,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",291.004,,11.21
211,stations,0,200,64.57,143.24,1537731619,2120048,902.33,93,902.33,1028.59,6.29,6.29,6.29,Ust-Nera,,,RU,,0.004,1537647212,1537691003,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10.5035,,2.59
212,stations,40,200,48.86,-53.99,1537729200,5970873,,72,1016.0,,55.4,55.4,55.4,Hare Bay,,,CA,3449.0,0.0038,1537694704,1537738204,1.0,32186.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",230.0,12.3,17.22
213,stations,20,200,52.14,-10.27,1537731620,2964782,1043.78,100,1043.78,1050.44,51.83,51.83,51.83,Dingle,,,IE,,0.0031,1537684192,1537727729,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",353.004,,9.08
214,stations,40,200,16.18,-22.92,1537729200,3374235,,65,1013.0,,80.6,80.6,80.6,Sal Rei,,,CV,6187.0,0.0031,1537687252,1537730787,1.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",20.0,,13.87
215,stations,0,200,-23.7,133.88,1537729200,2077895,,32,1022.0,,51.8,51.8,51.8,Alice Springs,,,AU,8163.0,0.0028,1537649565,1537693262,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",240.0,,6.93
216,stations,32,200,47.47,84.87,1537731621,1517060,907.93,74,907.93,1028.35,38.15,38.15,38.15,Zaysan,,,KZ,,0.0037,1537661349,1537704926,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",183.504,,2.59
217,stations,75,200,5.73,115.93,1537729200,1733353,,88,1011.0,,75.2,75.2,75.2,Papar,,,MY,8114.0,0.0033,1537653921,1537697495,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,3.36
218,stations,0,200,-27.37,-70.33,1537729200,3893656,,59,1014.0,,64.4,64.4,64.4,Copiapo,,,CL,4634.0,0.0041,1537698525,1537742303,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",270.0,,10.29
219,stations,0,200,-2.92,-39.92,1537731622,3393692,1018.33,65,1018.33,1023.89,81.89,81.89,81.89,Itarema,,,BR,,0.0038,1537691305,1537734908,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",78.0035,,16.02
220,stations,0,200,44.82,33.6,1537731622,690820,1026.59,100,1026.59,1033.62,56.69,56.69,56.69,Uhlove,,,UA,,0.0039,1537673671,1537717212,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",23.5035,,4.72
221,stations,88,200,-3.36,135.5,1537731622,1634614,947.73,89,947.73,1023.61,68.39,68.39,68.39,Nabire,,,ID,,0.0035,1537649216,1537692816,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",166.004,,1.92
222,stations,92,200,-26.65,15.16,1537731622,3355672,1011.93,84,1011.93,1026.56,57.05,57.05,57.05,Luderitz,,,NA,,0.0035,1537678027,1537721775,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",176.004,,14.9
